source_name,samplename,STRAIN_TYPE,species ,org_id_abbr,sex_type,cellid,test_type,Biological.Replicate,inividual_id,Technical.Replicate,drugid,drugmatrix.drugid,Comment.chEMBL.ID,Control,Sample.Match,concentration ,dose_level,Dose.Unit,Dose.Duration.inDays,Dose.Duration.Unit,duration,Treatment.Group.,Accession.Number.7,Vehicle,batchid,chiptype,xptype,celfilename,organ_id
citalopram_0.67_150_1,93330,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Citalopram,citalopram,CHEMBL399730,FALSE,control_0.67,150,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93330.CEL,Liver
citalopram_0.67_150_2,93406,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Citalopram,citalopram,CHEMBL399730,FALSE,control_0.67,150,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93406.CEL,Liver
citalopram_0.67_150_3,93505,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Citalopram,citalopram,CHEMBL399730,FALSE,control_0.67,150,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93505.CEL,Liver
citalopram_1_150_1,93306,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Citalopram,citalopram,CHEMBL399730,FALSE,control_1,150,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93306.CEL,Liver
citalopram_1_150_2,93417,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Citalopram,citalopram,CHEMBL399730,FALSE,control_1,150,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93417.CEL,Liver
citalopram_1_150_3,93498,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Citalopram,citalopram,CHEMBL399730,FALSE,control_1,150,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93498.CEL,Liver
clofibrate_0.67_500_1,93015,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Clofibrate,clofibrate,CHEMBL683,FALSE,control_0.67,500,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93015.CEL,Liver
clofibrate_0.67_500_2,93174,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Clofibrate,clofibrate,CHEMBL683,FALSE,control_0.67,500,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93174.CEL,Liver
clofibrate_0.67_500_3,93252,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Clofibrate,clofibrate,CHEMBL683,FALSE,control_0.67,500,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93252.CEL,Liver
clofibrate_1_125_1,100985,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Clofibrate,clofibrate,CHEMBL683,FALSE,control_1,125,Low,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,100985.CEL,Liver
clofibrate_1_125_2,101003,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Clofibrate,clofibrate,CHEMBL683,FALSE,control_1,125,Low,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,101003.CEL,Liver
clofibrate_1_125_3,101117,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Clofibrate,clofibrate,CHEMBL683,FALSE,control_1,125,Low,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,101117.CEL,Liver
clofibrate_1_250_1,100984,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Clofibrate,clofibrate,CHEMBL683,FALSE,control_1,250,Middle,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,100984.CEL,Liver
clofibrate_1_250_2,101002,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Clofibrate,clofibrate,CHEMBL683,FALSE,control_1,250,Middle,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,101002.CEL,Liver
clofibrate_1_250_3,101021,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Clofibrate,clofibrate,CHEMBL683,FALSE,control_1,250,Middle,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,101021.CEL,Liver
clofibrate_1_500_1,100983,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Clofibrate,clofibrate,CHEMBL683,FALSE,control_1,500,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,100983.CEL,Liver
clofibrate_1_500_2,101020,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Clofibrate,clofibrate,CHEMBL683,FALSE,control_1,500,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,101020.CEL,Liver
clofibrate_1_500_3,101116,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Clofibrate,clofibrate,CHEMBL683,FALSE,control_1,500,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,101116.CEL,Liver
clofibrate_1_500_4,93013,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,4,4,1,Clofibrate,clofibrate,CHEMBL683,FALSE,control_1,500,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93013.CEL,Liver
clofibrate_1_500_5,93175,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,5,5,1,Clofibrate,clofibrate,CHEMBL683,FALSE,control_1,500,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93175.CEL,Liver
clofibrate_1_500_6,93311,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,6,6,1,Clofibrate,clofibrate,CHEMBL683,FALSE,control_1,500,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93311.CEL,Liver
clomipramine_0.67_50_1,93651,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Clomipramine,clomipramine,CHEMBL415,FALSE,control_0.67,50,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93651.CEL,Liver
clomipramine_0.67_50_2,93677,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Clomipramine,clomipramine,CHEMBL415,FALSE,control_0.67,50,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93677.CEL,Liver
clomipramine_0.67_50_3,93934,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Clomipramine,clomipramine,CHEMBL415,FALSE,control_0.67,50,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93934.CEL,Liver
clomipramine_1_50_1,93531,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Clomipramine,clomipramine,CHEMBL415,FALSE,control_1,50,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93531.CEL,Liver
clomipramine_1_50_2,93616,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Clomipramine,clomipramine,CHEMBL415,FALSE,control_1,50,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93616.CEL,Liver
clomipramine_1_50_3,93781,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Clomipramine,clomipramine,CHEMBL415,FALSE,control_1,50,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93781.CEL,Liver
clotrimazole_0.67_60_1,93785,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Clotrimazole,clotrimazole,CHEMBL104,FALSE,control_0.67,60,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93785.CEL,Liver
clotrimazole_0.67_60_2,93822,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Clotrimazole,clotrimazole,CHEMBL104,FALSE,control_0.67,60,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93822.CEL,Liver
clotrimazole_0.67_60_3,93834,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Clotrimazole,clotrimazole,CHEMBL104,FALSE,control_0.67,60,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93834.CEL,Liver
clotrimazole_1_60_1,93764,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Clotrimazole,clotrimazole,CHEMBL104,FALSE,control_1,60,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93764.CEL,Liver
clotrimazole_1_60_2,93941,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Clotrimazole,clotrimazole,CHEMBL104,FALSE,control_1,60,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93941.CEL,Liver
clotrimazole_1_60_3,94222,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Clotrimazole,clotrimazole,CHEMBL104,FALSE,control_1,60,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,94222.CEL,Liver
clozapine_0.67_69_1,93106,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Clozapine,clozapine,CHEMBL42,FALSE,control_0.67,69,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93106.CEL,Liver
clozapine_0.67_69_2,93198,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Clozapine,clozapine,CHEMBL42,FALSE,control_0.67,69,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93198.CEL,Liver
clozapine_0.67_69_3,93248,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Clozapine,clozapine,CHEMBL42,FALSE,control_0.67,69,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93248.CEL,Liver
clozapine_1_69_1,93107,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Clozapine,clozapine,CHEMBL42,FALSE,control_1,69,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93107.CEL,Liver
clozapine_1_69_2,93192,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Clozapine,clozapine,CHEMBL42,FALSE,control_1,69,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93192.CEL,Liver
clozapine_1_69_3,93222,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Clozapine,clozapine,CHEMBL42,FALSE,control_1,69,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93222.CEL,Liver
colchicine_0.67_1000_1,93536,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Colchicine,colchicine,CHEMBL107,FALSE,control_0.67,1000,Low,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93536.CEL,Liver
colchicine_0.67_1000_2,93543,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Colchicine,colchicine,CHEMBL107,FALSE,control_0.67,1000,Low,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93543.CEL,Liver
colchicine_0.67_1000_3,93645,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Colchicine,colchicine,CHEMBL107,FALSE,control_0.67,1000,Low,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93645.CEL,Liver
colchicine_0.67_2000_1,93814,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Colchicine,colchicine,CHEMBL107,FALSE,control_0.67,2000,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93814.CEL,Liver
colchicine_0.67_2000_2,93879,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Colchicine,colchicine,CHEMBL107,FALSE,control_0.67,2000,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93879.CEL,Liver
colchicine_0.67_2000_3,93888,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Colchicine,colchicine,CHEMBL107,FALSE,control_0.67,2000,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93888.CEL,Liver
colchicine_1_1000_1,93600,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Colchicine,colchicine,CHEMBL107,FALSE,control_1,1000,Low,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93600.CEL,Liver
colchicine_1_1000_2,93639,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Colchicine,colchicine,CHEMBL107,FALSE,control_1,1000,Low,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93639.CEL,Liver
colchicine_1_1000_3,93767,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Colchicine,colchicine,CHEMBL107,FALSE,control_1,1000,Low,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93767.CEL,Liver
colchicine_1_2000_1,93947,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Colchicine,colchicine,CHEMBL107,FALSE,control_1,2000,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93947.CEL,Liver
colchicine_1_2000_2,94006,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Colchicine,colchicine,CHEMBL107,FALSE,control_1,2000,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,94006.CEL,Liver
colchicine_1_2000_3,94216,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Colchicine,colchicine,CHEMBL107,FALSE,control_1,2000,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,94216.CEL,Liver
cyclophosphamide_0.67_1320_1,93333,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Cyclophosphamide,cyclophosphamide,CHEMBL88,FALSE,control_0.67,1320,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93333.CEL,Liver
cyclophosphamide_0.67_1320_2,93386,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Cyclophosphamide,cyclophosphamide,CHEMBL88,FALSE,control_0.67,1320,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93386.CEL,Liver
cyclophosphamide_0.67_1320_3,93480,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Cyclophosphamide,cyclophosphamide,CHEMBL88,FALSE,control_0.67,1320,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93480.CEL,Liver
cyclophosphamide_1_1320_1,93334,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Cyclophosphamide,cyclophosphamide,CHEMBL88,FALSE,control_1,1320,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93334.CEL,Liver
cyclophosphamide_1_1320_2,93359,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Cyclophosphamide,cyclophosphamide,CHEMBL88,FALSE,control_1,1320,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93359.CEL,Liver
cyclophosphamide_1_1320_3,93607,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Cyclophosphamide,cyclophosphamide,CHEMBL88,FALSE,control_1,1320,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93607.CEL,Liver
cyclosporin a_0.67_10_1,93628,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Cyclosporin A,cyclosporin A,CHEMBL442519,FALSE,control_0.67,10,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93628.CEL,Liver
cyclosporin a_0.67_10_2,93711,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Cyclosporin A,cyclosporin A,CHEMBL442519,FALSE,control_0.67,10,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93711.CEL,Liver
cyclosporin a_0.67_10_3,93874,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Cyclosporin A,cyclosporin A,CHEMBL442519,FALSE,control_0.67,10,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93874.CEL,Liver
cyclosporin a_1_10_1,93601,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Cyclosporin A,cyclosporin A,CHEMBL442519,FALSE,control_1,10,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93601.CEL,Liver
cyclosporin a_1_10_2,93731,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Cyclosporin A,cyclosporin A,CHEMBL442519,FALSE,control_1,10,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93731.CEL,Liver
cyclosporin a_1_10_3,94212,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Cyclosporin A,cyclosporin A,CHEMBL442519,FALSE,control_1,10,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,94212.CEL,Liver
cytochalasin b_0.67_167_1,93021,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Cytochalasin B,cytochalasin B,CHEMBL411729,FALSE,control_0.67,167,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93021.CEL,Liver
cytochalasin b_0.67_167_2,93095,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Cytochalasin B,cytochalasin B,CHEMBL411729,FALSE,control_0.67,167,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93095.CEL,Liver
cytochalasin b_0.67_167_3,93142,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Cytochalasin B,cytochalasin B,CHEMBL411729,FALSE,control_0.67,167,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93142.CEL,Liver
cytochalasin b_1_167_1,93025,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Cytochalasin B,cytochalasin B,CHEMBL411729,FALSE,control_1,167,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93025.CEL,Liver
cytochalasin b_1_167_2,93099,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Cytochalasin B,cytochalasin B,CHEMBL411729,FALSE,control_1,167,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93099.CEL,Liver
cytochalasin b_1_167_3,93205,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Cytochalasin B,cytochalasin B,CHEMBL411729,FALSE,control_1,167,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93205.CEL,Liver
danazol_0.67_95_1,93082,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Danazol,danazol,CHEMBL1479,FALSE,control_0.67,95,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93082.CEL,Liver
danazol_0.67_95_2,93119,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Danazol,danazol,CHEMBL1479,FALSE,control_0.67,95,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93119.CEL,Liver
danazol_0.67_95_3,93572,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Danazol,danazol,CHEMBL1479,FALSE,control_0.67,95,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93572.CEL,Liver
danazol_1_95_1,93076,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Danazol,danazol,CHEMBL1479,FALSE,control_1,95,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93076.CEL,Liver
danazol_1_95_2,93112,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Danazol,danazol,CHEMBL1479,FALSE,control_1,95,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93112.CEL,Liver
danazol_1_95_3,93227,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Danazol,danazol,CHEMBL1479,FALSE,control_1,95,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93227.CEL,Liver
daunorubicin_0.67_1.5_1,93299,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Daunorubicin,daunorubicin,CHEMBL178,FALSE,control_0.67,1.5,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93299.CEL,Liver
daunorubicin_0.67_1.5_2,93425,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Daunorubicin,daunorubicin,CHEMBL178,FALSE,control_0.67,1.5,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93425.CEL,Liver
daunorubicin_0.67_1.5_3,93508,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Daunorubicin,daunorubicin,CHEMBL178,FALSE,control_0.67,1.5,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93508.CEL,Liver
daunorubicin_1_1.5_1,93325,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Daunorubicin,daunorubicin,CHEMBL178,FALSE,control_1,1.5,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93325.CEL,Liver
daunorubicin_1_1.5_2,93454,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Daunorubicin,daunorubicin,CHEMBL178,FALSE,control_1,1.5,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93454.CEL,Liver
daunorubicin_1_1.5_3,93492,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Daunorubicin,daunorubicin,CHEMBL178,FALSE,control_1,1.5,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93492.CEL,Liver
desloratadine_0.67_57_1,93291,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Desloratadine,desloratadine,CHEMBL1172,FALSE,control_0.67,57,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93291.CEL,Liver
desloratadine_0.67_57_2,93379,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Desloratadine,desloratadine,CHEMBL1172,FALSE,control_0.67,57,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93379.CEL,Liver
desloratadine_0.67_57_3,93419,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,3,3,1,Desloratadine,desloratadine,CHEMBL1172,FALSE,control_0.67,57,High,μM,0.67,day,16.08,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93419.CEL,Liver
desloratadine_1_57_1,93324,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,1,1,1,Desloratadine,desloratadine,CHEMBL1172,FALSE,control_1,57,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93324.CEL,Liver
desloratadine_1_57_2,93367,RHCYT,R.norvegicus,NCBIT,U,Hepatocyte,in vitro,2,2,1,Desloratadine,desloratadine,CHEMBL1172,FALSE,control_1,57,High,μM,1,day,24,treated,UO:0000033,DMSO .1 %,NA,Rat_Genome_230_2.0,perturbation,93367.CEL,Liver
